# file	translator	distance-meassure	synset-tolerance	relation-tolerance	similarity-value	computation-time
sample03.txt	google	wu-palmer	0.1	0.5	0.612903	0.249
sample03.txt	yandex	leacock-chodorow	0.1	0.5	0.709677	0.201
sample03.txt	yandex	sussna	0.1	0.5	0.709677	0.29
sample03.txt	yandex	wu-palmer	0.1	0.5	0.709677	0.37
sample03.txt	google	lin	0.1	0.5	0.612903	1.528
sample03.txt	yandex	jiang-conrath	0.1	0.5	0.709677	2.799
sample03.txt	google	jiang-conrath	0.1	0.5	0.612903	3.628
sample03.txt	yandex	lin	0.1	0.5	0.709677	3.902
sample03.txt	google	resnik	0.1	0.5	0.612903	4.732
sample03.txt	google	shortest_path	0.1	0.5	0.612903	6.465
sample03.txt	yandex	resnik	0.1	0.5	0.709677	6.435
sample03.txt	yandex	shortest_path	0.1	0.5	0.709677	6.644
sample03.txt	google	wu-palmer	0.1	0.6	0.612903	0.151
sample03.txt	google	sussna	0.1	0.6	0.612903	0.2
sample03.txt	google	leacock-chodorow	0.1	0.6	0.612903	0.256
sample03.txt	yandex	leacock-chodorow	0.1	0.6	0.709677	0.183
sample03.txt	yandex	sussna	0.1	0.6	0.709677	0.286
sample03.txt	yandex	wu-palmer	0.1	0.6	0.709677	0.363
sample03.txt	google	lin	0.1	0.6	0.612903	1.61
sample03.txt	google	jiang-conrath	0.1	0.6	0.612903	2.383
sample03.txt	yandex	lin	0.1	0.6	0.709677	2.609
sample03.txt	yandex	jiang-conrath	0.1	0.6	0.709677	3.174
sample03.txt	google	resnik	0.1	0.6	0.612903	5.266
sample03.txt	google	shortest_path	0.1	0.6	0.612903	6.205
sample03.txt	yandex	resnik	0.1	0.6	0.709677	6.056
sample03.txt	yandex	shortest_path	0.1	0.6	0.709677	7.025
sample03.txt	google	leacock-chodorow	0.1	0.7	0.612903	0.109
sample03.txt	google	sussna	0.1	0.7	0.612903	0.136
sample03.txt	google	wu-palmer	0.1	0.7	0.612903	0.253
sample03.txt	yandex	sussna	0.1	0.7	0.709677	0.25
sample03.txt	yandex	leacock-chodorow	0.1	0.7	0.709677	0.211
sample03.txt	yandex	wu-palmer	0.1	0.7	0.709677	0.341
sample03.txt	google	lin	0.1	0.7	0.612903	1.607
sample03.txt	yandex	jiang-conrath	0.1	0.7	0.709677	2.831
sample03.txt	google	jiang-conrath	0.1	0.7	0.612903	3.615
sample03.txt	yandex	lin	0.1	0.7	0.709677	4.193
sample03.txt	google	shortest_path	0.1	0.7	0.612903	4.773
sample03.txt	google	resnik	0.1	0.7	0.612903	6.106
sample03.txt	yandex	shortest_path	0.1	0.7	0.709677	6.735
sample03.txt	yandex	resnik	0.1	0.7	0.709677	6.985
sample03.txt	google	sussna	0.1	0.8	0.612903	0.197
sample03.txt	google	wu-palmer	0.1	0.8	0.612903	0.237
sample03.txt	google	leacock-chodorow	0.1	0.8	0.612903	0.258
sample03.txt	yandex	sussna	0.1	0.8	0.709677	0.282
sample03.txt	yandex	wu-palmer	0.1	0.8	0.709677	0.254
sample03.txt	yandex	leacock-chodorow	0.1	0.8	0.709677	0.329
sample03.txt	google	lin	0.1	0.8	0.612903	2.95
sample03.txt	google	jiang-conrath	0.1	0.8	0.612903	2.974
sample03.txt	yandex	lin	0.1	0.8	0.709677	3.323
sample03.txt	yandex	jiang-conrath	0.1	0.8	0.709677	3.704
sample03.txt	google	shortest_path	0.1	0.8	0.612903	5.203
sample03.txt	google	resnik	0.1	0.8	0.612903	5.652
sample03.txt	yandex	resnik	0.1	0.8	0.709677	6.6
sample03.txt	yandex	shortest_path	0.1	0.8	0.709677	6.98
sample03.txt	google	sussna	0.1	0.9	0.612903	0.108
sample03.txt	google	leacock-chodorow	0.1	0.9	0.612903	0.107
sample03.txt	google	wu-palmer	0.1	0.9	0.612903	0.257
sample03.txt	yandex	leacock-chodorow	0.1	0.9	0.709677	0.197
sample03.txt	yandex	sussna	0.1	0.9	0.709677	0.294
sample03.txt	yandex	wu-palmer	0.1	0.9	0.709677	0.327
sample03.txt	google	lin	0.1	0.9	0.612903	1.554
sample03.txt	yandex	jiang-conrath	0.1	0.9	0.709677	2.601
sample03.txt	google	jiang-conrath	0.1	0.9	0.612903	3.648
sample03.txt	yandex	lin	0.1	0.9	0.709677	4.002
sample03.txt	google	resnik	0.1	0.9	0.612903	4.944
sample03.txt	google	shortest_path	0.1	0.9	0.612903	5.607
sample03.txt	yandex	resnik	0.1	0.9	0.709677	6.59
sample03.txt	yandex	shortest_path	0.1	0.9	0.709677	6.953
sample03.txt	google	wu-palmer	0.2	0	0.612903	0.242
sample03.txt	google	leacock-chodorow	0.2	0	0.612903	0.243
sample03.txt	yandex	leacock-chodorow	0.2	0	0.709677	0.363
sample03.txt	yandex	wu-palmer	0.2	0	0.709677	0.494
sample03.txt	google	sussna	0.2	0	0.768667	0.992
sample03.txt	yandex	sussna	0.2	0	0.769559	0.984
sample03.txt	google	lin	0.2	0	0.612903	1.855
sample03.txt	google	jiang-conrath	0.2	0	0.612903	3.871
sample03.txt	yandex	lin	0.2	0	0.709677	4.168
sample03.txt	yandex	jiang-conrath	0.2	0	0.709677	4.435
sample03.txt	google	shortest_path	0.2	0	0.612903	4.89
sample03.txt	google	resnik	0.2	0	0.612903	6.15
sample03.txt	yandex	shortest_path	0.2	0	0.709677	7.307
sample03.txt	yandex	resnik	0.2	0	0.709677	7.155
sample03.txt	google	wu-palmer	0.2	0.1	0.612903	0.122
sample03.txt	google	leacock-chodorow	0.2	0.1	0.612903	0.202
sample03.txt	yandex	wu-palmer	0.2	0.1	0.709677	0.234
sample03.txt	yandex	leacock-chodorow	0.2	0.1	0.709677	0.234
sample03.txt	google	sussna	0.2	0.1	0.768667	0.621
sample03.txt	yandex	sussna	0.2	0.1	0.769559	0.624
sample03.txt	google	lin	0.2	0.1	0.612903	2.907
sample03.txt	yandex	lin	0.2	0.1	0.709677	3.167
sample03.txt	google	shortest_path	0.2	0.1	0.612903	3.981
sample03.txt	google	jiang-conrath	0.2	0.1	0.612903	4.033
sample03.txt	yandex	jiang-conrath	0.2	0.1	0.709677	4.208
